season,week,league_id,league_name,roster_id,owner_id,owner_name,sleeper_id,gsis_id,name,position,team,is_starter,is_taxi,is_ir
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,11583,00-0039344,Jonathon Brooks,RB,CAR,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,11584,00-0039361,Bucky Irving,RB,TB,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,11586,00-0039738,Blake Corum,RB,LA,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,11589,00-0039921,Trey Benson,RB,ARI,0,0,1
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,11603,00-0039793,AJ Barner,TE,SEA,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,11604,00-0039338,Brock Bowers,TE,LV,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,11610,00-0039880,Malik Washington,WR,MIA,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,11620,00-0039919,Rome Odunze,WR,CHI,1,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,11624,00-0039894,Xavier Worthy,WR,KC,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,11625,00-0039890,Adonai Mitchell,WR,NYJ,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,11627,00-0039868,Troy Franklin,WR,DEN,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,11628,00-0039849,Marvin Harrison Jr.,WR,ARI,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,11631,00-0039893,Brian Thomas Jr.,WR,JAX,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,11632,00-0039337,Malik Nabers,WR,NYG,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,11635,00-0039915,Ladd McConkey,WR,LAC,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,11637,00-0039901,Keon Coleman,WR,BUF,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,11638,00-0039916,Ricky Pearsall,WR,SF,0,0,1
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,11643,00-0039874,Jaylen Wright,RB,MIA,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,11646,00-0039491,Jalen Coker,WR,CAR,1,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,11651,00-0039363,Isaac Guerendo,RB,SF,0,0,1
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,11655,00-0039384,Tyrone Tracy Jr.,RB,NYG,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,11665,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,11667,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,11678,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,11687,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,11705,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,11786,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,11834,00-0039424,Devaughn Vele,WR,NO,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12015,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12048,00-0039299,George Holani,RB,SEA,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12467,00-0040177,Jordan James,RB,SF,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12469,00-0040162,Dylan Sampson,RB,CLE,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12474,00-0040583,Woody Marks,RB,HOU,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,12476,00-0040202,Devin Neal,RB,NO,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,12481,00-0040715,Cam Skattebo,RB,NYG,1,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12482,00-0040009,Savion Williams,WR,GB,0,0,1
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12483,00-0040729,Jack Bech,WR,LV,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,12484,00-0040130,Jayden Higgins,WR,HOU,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12485,00-0040237,Tez Johnson,WR,TB,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,12487,00-0040737,Terrance Ferguson,TE,LA,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12489,00-0040730,RJ Harvey,RB,DEN,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,12490,00-0040719,Bhayshul Tuten,RB,JAX,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12492,00-0040134,Pat Bryant,WR,DEN,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12493,00-0040189,Oronde Gadsden II,TE,LAC,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12497,00-0040648,Tory Horton,WR,SEA,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,12498,00-0040736,Mason Taylor,TE,NYJ,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,12499,00-0040170,Elic Ayomanor,WR,TEN,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,12501,00-0040667,Matthew Golden,WR,GB,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,12502,00-0040584,Gunnar Helm,TE,TEN,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12504,00-0040142,Kaleb Johnson,RB,GB,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12506,00-0040663,Harold Fannin Jr.,TE,CLE,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,12507,00-0040666,Omarion Hampton,RB,LAC,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,12508,00-0040691,Jaxson Dart,QB,NYG,1,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12509,00-0040727,Tre Harris,WR,LAC,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,12512,00-0040784,Quinshon Judkins,RB,CLE,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12514,00-0040129,Emeka Egbuka,WR,TB,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,12517,00-0040126,Colston Loveland,TE,CHI,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,12518,00-0040128,Tyler Warren,TE,IND,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,12519,00-0040735,Luther Burden III,WR,CHI,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,12522,00-0040676,Cam Ward,QB,TEN,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,12526,00-0040124,Tetairoa McMillan,WR,CAR,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,12527,00-0040122,Ashton Jeanty,RB,LV,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12529,00-0040734,TreVeyon Henderson,RB,NE,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12533,00-0040242,Jacory Croskey-Merritt,RB,WAS,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,12534,00-0040236,Kyle Monangai,RB,CHI,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12535,00-0040669,Isaac TeSlaa,WR,DET,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12536,00-0040138,Jaylin Noel,WR,HOU,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12541,00-0040581,Dont'e Thornton Jr.,WR,LV,0,0,1
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,12545,00-0040743,Tyler Shough,QB,NO,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,12567,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12568,,,,,0,0,1
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12574,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,12578,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,12711,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,12713,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,13268,00-0040876,Elijah Sarratt,WR,BAL,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13269,00-0041562,Fernando Mendoza,QB,LV,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,13274,00-0041489,Germie Bernard,WR,PIT,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13275,00-0041568,Ty Simpson,QB,LA,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,13276,00-0041511,Omar Cooper Jr.,WR,NYJ,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,13279,00-0041438,Carnell Tate,WR,TEN,1,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,13281,00-0041029,Jordyn Tyson,WR,NO,0,0,1
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,13285,00-0041042,Malachi Fields,WR,NYG,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,13286,00-0041512,Jadarian Price,RB,SEA,1,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,13287,00-0041027,Jeremiyah Love,RB,ARI,1,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,13288,00-0040886,Nicholas Singleton,RB,TEN,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,13293,00-0040870,Ja'Kobi Lane,WR,BAL,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,13294,00-0040867,Makai Lemon,WR,PHI,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,13296,00-0041523,Caleb Douglas,WR,MIA,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,13298,00-0041547,KC Concepcion,WR,CLE,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,13301,00-0041040,Antonio Williams,WR,WAS,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,13302,00-0040888,Adam Randall,RB,BAL,0,0,1
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,13305,00-0040878,Mike Washington Jr.,RB,LV,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,13311,00-0041525,Chris Bell,WR,MIA,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13317,00-0041048,Ted Hurst III,WR,TB,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,13320,00-0041044,Zachariah Branch,WR,ATL,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13330,00-0041032,Kenyon Sadiq,TE,NYJ,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,13337,00-0041013,Emmett Johnson,RB,KC,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,13340,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,13345,00-0041496,Jonah Coleman,RB,DEN,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,13346,00-0041037,Denzel Boston,WR,CLE,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13347,00-0041104,Demond Claiborne,RB,MIN,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,13349,00-0041483,Eli Stowers,TE,PHI,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,13363,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,13371,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,13375,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,13376,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,13377,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,13405,00-0041096,Kaytron Allen,RB,WAS,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,13413,00-0040890,Cyrus Allen,WR,KC,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,13414,00-0041052,Kaelon Black,RB,SF,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,13417,00-0041035,De'Zhaun Stribling,WR,SF,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,13423,00-0041490,Eli Heidenreich,RB,PIT,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,1373,00-0030565,Geno Smith,QB,NYJ,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,1466,00-0030506,Travis Kelce,TE,KC,1,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,1945,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,2020,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,2133,00-0031381,Davante Adams,WR,LA,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,2216,00-0031408,Mike Evans,WR,SF,0,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,2227,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,2393,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,2449,00-0031588,Stefon Diggs,WR,WAS,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,2505,00-0031610,Darren Waller,TE,CAR,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,3163,00-0033106,Jared Goff,QB,DET,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,3172,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,3198,00-0032764,Derrick Henry,RB,BAL,1,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,3214,00-0033090,Hunter Henry,TE,NE,1,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,3257,00-0033119,Jacoby Brissett,QB,ARI,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,3294,00-0033077,Dak Prescott,QB,DAL,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,3321,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,3451,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,3678,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,3973,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,4032,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,4033,00-0033885,David Njoku,TE,LAC,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,4034,00-0033280,Christian McCaffrey,RB,SF,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,4035,00-0033906,Alvin Kamara,RB,NO,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,4037,00-0033921,Chris Godwin Jr.,WR,TB,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,4039,00-0033908,Cooper Kupp,WR,SEA,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,4046,00-0033873,Patrick Mahomes,QB,KC,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,4066,00-0033881,Evan Engram,TE,DEN,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4070,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,4081,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4135,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,4137,00-0033553,James Conner,RB,ARI,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,4195,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,4199,00-0033293,Aaron Jones,RB,MIN,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,421,00-0026498,Matthew Stafford,QB,LA,0,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,4217,00-0033288,George Kittle,TE,SF,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4227,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4866,00-0034844,Saquon Barkley,RB,PHI,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,4881,00-0034796,Lamar Jackson,QB,BAL,1,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,4892,00-0034855,Baker Mayfield,QB,TB,0,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,4943,00-0034869,Sam Darnold,QB,SEA,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,4950,00-0034775,Christian Kirk,WR,SF,0,0,1
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4960,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,4967,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,4968,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,4971,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,4983,00-0034827,DJ Moore,WR,BUF,1,0,0
2026,1,1312585008447262720,Where You At?,2,306149492955049984,FYFSimon,4984,00-0034857,Josh Allen,QB,BUF,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5001,00-0034383,Dalton Schultz,TE,HOU,0,0,0
2026,1,1312585008447262720,Where You At?,5,300320148349276160,FYFJohnLuke,5012,00-0034753,Mark Andrews,TE,BAL,0,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,5017,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,8,339485230026981376,Lturne56,5022,00-0034351,Dallas Goedert,TE,PHI,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5041,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,5045,00-0034348,Courtland Sutton,WR,DEN,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5297,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5332,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,5726,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,5816,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,5840,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5841,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,5844,00-0035229,T.J. Hockenson,TE,MIN,0,0,0
2026,1,1312585008447262720,Where You At?,4,473347412346269696,tmwrigh,5846,00-0035640,DK Metcalf,WR,PIT,1,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,5849,00-0035228,Kyler Murray,QB,MIN,0,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,5850,00-0035700,Josh Jacobs,RB,GB,0,0,0
2026,1,1312585008447262720,Where You At?,6,473480332893483008,jmeanor,5859,00-0035676,A.J. Brown,WR,NE,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,5862,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,9,335632087304380416,PSewell,5870,00-0035710,Daniel Jones,QB,IND,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5872,00-0035719,Deebo Samuel Sr.,WR,SF,0,0,0
2026,1,1312585008447262720,Where You At?,7,830805333189455872,thewrightdek,5876,,,,,0,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5892,00-0035685,David Montgomery,RB,HOU,1,0,0
2026,1,1312585008447262720,Where You At?,3,735940870234345472,zacquem,5912,,,,,1,0,0
2026,1,1312585008447262720,Where You At?,1,473346537234100224,MrMasculinity,5927,00-0035659,Terry McLaurin,WR,WAS,1,0,0
2026,1,1312585008447262720,Where You At?,10,302250698769203200,patjc,5947,00-0034960,Jakobi Meyers,WR,JAX,1,0,0
